Heading,Description,Date_Source
YSRC to join NDA? Jagan Mohan leaves for Delhi to meet PM Modi,"The ruling YSR Congress in Andhra Pradesh was open to a dialogue on joining the NDA at the Centre if the special category status to the state wasaccorded and all promises made in the AP Reorganisation Act are fulfilled, senior YSRCP leader and Chief Whip in the Assembly G Srikanth Reddy said on Monday.","PTI | October 05, 2020 22:47 IST"
Manipur CM drops three ministers from cabinet,"Amid speculation of a cabinet reshuffle in Manipur, Chief Minister N Biren Singh on Thursday dropped three ministers from the council of ministers. Governor Najma Heptulla has accepted the recommendation, according to her letter to the chief minister.","India TV Politics Desk | September 24, 2020 14:10 IST"
Harsimrat resigned under pressure of Punjab's local politics: BJP,"Reacting on the resignation of Harsimrat Kaur Badal, the Bharatiya Janata Party (BJP) said that she resigned under the pressure of Punjab's local politics. However, the party still hopes that the matter will be resolved after discussion with the Shiromani Akali Dal (SAD).","IANS | September 18, 2020 8:56 IST"
"Ravi Kishan raises Bollywood drug issue in Lok Sabha, calls for thwarting attempts of smuggling","Bharatiya Janata Party (BJP) MP Ravi Kishan on Monday raised the issue of drug trafficking in Bollywood, during the Lok Sabha session. He appealed to the Centre to thwart any attempts of drug smuggling from Pakistan and China via Punjab and Nepal.","India TV News Desk | September 14, 2020 11:38 IST"
"PM inaugurates 3 petroleum projects worth Rs 900cr in Bihar: A pat on Nitish's back, dig at Lalu","​Ahead of the assembly elections in Bihar, Prime Minister Narendra Modi on Sunday gave Chief Minister Nitish Kumar a pat on his back for ushering in sushasan (good governance) and expressed confidence that the good work will continue under the leadership of the JD(U) chief.","PTI | September 13, 2020 14:52 IST"
"Major Rejig in Congress: Ghulam Nabi Azad, Kharge out as general secretaries, Surjewala top gainer",Congress President Sonia Gandhi on Friday reconstituted the Congress Working Committee (CWC) and the Central Election Authority of the party. The party appointed general secretaries and state in-charges of the All India Congress Committee (AICC).,"India TV Politics Desk | September 11, 2020 22:12 IST"
Harivansh files nomination as NDA candidate to RS deputy chairman post; likely to get elected,"JD(U) MP Harivansh on Wednesday filed his nomination as the ruling NDA candidate to the Rajya Sabha deputy chairman's post and is likely to be elected, even as the opposition is working to field a joint candidate against him to force a contest.","PTI | September 09, 2020 17:08 IST"
Congress to put up joint opposition candidate for Rajya Sabha deputy chairman post,Congress has called for reaching out to other like-minded opposition parties to put up a joint candidate for the post of Rajya Sabha deputy chairman for elections scheduled on September 14.,"Vijai Laxmi | September 08, 2020 23:44 IST"
Sanjay Raut appointed Shiv Sena's chief spokesperson amid war of words with Kangana Ranaut,The Shiv Sena has appointed its Rajya Sabha member Sanjay Raut as the chief spokesperson of the party. The move assumes significance as it comes at a time when Raut is engaged in a war of words with actor Kangana Ranaut after she likened Mumbai to Pakistan occupied Kashmir (PoK).,"India TV News Desk | September 08, 2020 12:11 IST"
"Parivaar ke moh se upar uthe: Another letter 'bomb' in Congress, this time from UP","Nine senior Congress leaders, expelled from the party last year, have sent a letter to Congress interim president Sonia Gandhi asking her to save the party before its slips into ""history"".","IANS | September 06, 2020 12:05 IST"
Parliamentarians to undergo COVID-19 test for entry into Monsoon Session,"All Members of Parliament will have to undergo a COVID-19 test to attend the Monsoon Session, which is likely to begin September 14.","India TV News Desk | August 29, 2020 7:57 IST"
Zafar Islam BJP candidate for UP Rajya Sabha bypoll,"The BJP on Wednesday nominated party spokesperson Syed Zafar Islam for the upcoming Rajya Sabha bypoll in Uttar Pradesh, necessitated by sitting member Amar Singh's death.","IANS | August 27, 2020 8:50 IST"
"It is not about a post, but about country, Kapil Sibal on cryptic tweet","Senior Congress leader Kapil Sibal, who is among the 23 party leaders who have written to Sonia Gandhi seeking an organisational overhaul, said on Tuesday that ""it is not about a post"" but about the country that matters most.","PTI | August 25, 2020 12:14 IST"
CWC Meet: Sonia Gandhi agrees to continue as Congress chief for next 6 months | Highlights,"CWC meeting held on Monday discussed future leadership of the party after a section of leaders demanded ""collective"" leadership and another reposing faith in the Gandhi family. During the day-long proceedings, Congress leaders requested Sonia Gandhi to continue as party chief for next 6 months.","India TV Politics Desk | August 24, 2020 19:22 IST"
Former CJI Ranjan Gogoi may be BJP’s CM candidate in Assam for 2021 polls: Tarun Gogoi,"Former Chief Justice of India (CJI) Ranjan Gogoi, who headed benches that pronounced several key judgements including in the Ayodhya land dispute case, might be the BJP's chief ministerial candidate in Assam in the Assembly election next year, veteran Congress leader Tarun Gogoi has claimed.","PTI | August 23, 2020 19:00 IST"
"BJP, JD(U), LJP to fight Bihar polls together: JP Nadda","​BJP President J P Nadda said on Sunday that all three NDA constituents in Bihar, the JD(U), LJP and his party, will fight the coming assembly polls in the state together with Chief Minister Nitish Kumar as the face of the alliance, and expressed confidence that it will emerge victorious.","PTI | August 23, 2020 14:08 IST"
"23 top Congress leaders write to Sonia ahead of CWC meet, question party's functioning",​The Congress Working Committee (CWC) is expected to witness a major showdown in a debate over the leadership issue on Monday. The highest decision-making body of the party will meet at 11 am through video conference amid a debate raging in the Congress over the uncertainty related to its leadership.,"Vijai Laxmi | August 23, 2020 10:47 IST"
"Jyotiraditya Scindia's jibe at Kamal Nath, says he was 'ahead' of PM Modi in one aspect","Taking a jibe at former Madhya Pradesh Chief Minister Kamal Nath, BJP leader Jyotiraditya Scindia said that the ex-CM was 15 months ahead of Prime Minister Narendra Modi to impose coronavirus lockdown.","India TV News Desk | August 22, 2020 18:07 IST"
"Chanting Hanuman Chalisa helps devotees, not devils: Shivraj Singh Chouhan taunts Kamal Nath","Madhya Pradesh chief minister Shivraj Singh Chouhan took a jibe at Kamal Nath for reciting Hanuman Chalisa saying it helps devotees, not devils.","India TV Politics Desk | August 22, 2020 17:05 IST"
"After Rahul quit, Priyanka was ready to work under non-Gandhi chief","​Congress General Secretary Priyanka Gandhi Vadra was ready to work under a non-Gandhi president after Rahul Gandhi's resignation following the defeat in the General Election in 2019. Rahul Gandhi also had said that the party should elect a president outside the family, but in August last year Sonia Gandhi was appointed the interim president of the Congress.","PTI | August 19, 2020 10:53 IST"
Shyam Rajak joins RJD hours after being expelled from Nitish Kumar's cabinet,"Bihar's Industries Minister, Shyam Rajak, who was expelled from the cabinet and Janata Dal United on Sunday, has joined the Rashtriya Janta Dal (RJD). He was inducted in RJD by party leader in Assembly, Tejashwi Yadav.","India TV Politics Desk | August 17, 2020 12:59 IST"
"Sacked from JDU, Shyam Rajak likely to join RJD",Bihar's Industries Minister and JD(U)'s national general secretary Shyam Rajak was on Sunday sacked from the state cabinet and expelled from the party. JD(U)'s chief spokesperson Sanjay Singh said he has been expelled for six years over anti-party activities.,"India TV Politics Desk | August 17, 2020 9:14 IST"
Shaheen Bagh 'activist' Shahzad Ali joins BJP,"Ulema Council Secretary Shahzad Ali, who reportedly played a role in the Shaheen Bagh protest that started last winter against the contentious Citizenship Amendment Act, joined the Bharatiya Janata Party on Sunday.","IANS | August 16, 2020 22:19 IST"
'Strongest warrior sent to border': Sachin Pilot on change of seating position in assembly,Congress leader Sachin Pilot on Friday quipped about the change in his seating position in the Rajashan assembly and said his party had sent him closer to the opposition benches as it wanted a strong warrior to guard its borders.,"India TV Politics Desk | August 14, 2020 16:14 IST"
BJP to move no-confidence motion against Gehlot govt in Rajasthan Assembly today,"The Ashok Gehlot-led Congress government is set to move a confidence motion in the Rajasthan Assembly during the session beginning today. Pilot had led a rebellion against Gehlot, seeking a change in the party’s leadership in Rajasthan. At the CLP meeting held at his residence, Gehlot urged Congress MLAs to forget the acrimony of the past month and move on.","India TV Politics Desk | August 14, 2020 10:15 IST"
BJP set to move no-confidence motion against Ashok Gehlot govt in Rajasthan tomorrow,"Though differences between Sachin Pilot with the party leadership may have been moving towards an end after Congress decided to constitute a 3-member panel to listen to Pilot's grievances, BJP in Rajasthan will move a motion of no confidence in the state assembly against the Ashok Gehlot govt.","India TV News Desk | August 13, 2020 16:40 IST"
WATCH: 'I love you' chants greet Sachin Pilot as he walks past his supporters in Jaipur,"A smiling Pilot, walked amidst the throng of his supporters with folded hands, bowed and waved to them as he reached his residence in Jaipur, driving down from Delhi this afternoon.","India TV News Desk | August 11, 2020 21:53 IST"
No place for personal enmity and differences in politics: Sachin Pilot,"No place for malice, enmity and personal differences in politics: Sachin Pilot, the rebel Congress leader who did a patch up with the party after meeting Rahul Gandhi on Monday has said.","India TV Politics Desk | August 11, 2020 15:05 IST"
"Sonia Gandhi heard our concerns, formation of 3-member committee welcome step: Sachin Pilot","Amid political tussle in Rajasthan, Congress rebel leader Sachin Pilot on Monday said that he is not greedy for any post in the party or the Rajasthan government, but he fought completely for his own self-respect.","India TV News Desk | August 10, 2020 23:06 IST"
"Sachin Pilot gets ‘assurance’ on key grievance, three-member committee to tackle issue","The Congress has finally agreed to constitute a three-member committee to address the grievances raised by Sachin Pilot. Earlier in the day, Pilot met senior party leaders Rahul Gandhi and Priyanka Gandhi for the first time since the political crisis in Rajasthan began.","India TV Politics Desk | August 10, 2020 21:34 IST"
